written;hostname;services;procedure;stratos
yes;WWGRPWTS0010;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWGRPWTS0010;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWTS0010;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWTS0010;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWTS0010;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWTS0010;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWTS0011;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWGRPWTS0011;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWTS0011;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWTS0011;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWTS0011;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWTS0011;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWWW0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWGRPWWW0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWWW0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWWW0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWGRPWWW0001;Port_BI_TM1_Web;http://monitoring-dc.app.corp/kb/app:bptool:ports;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWGRPWWW0001;Process_Excel;http://monitoring-dc.app.corp/kb/app:bptool:process;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWGRPWWW0001;Process_Excel_Web;http://monitoring-dc.app.corp/kb/app:bptool:process;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWGRPWWW0001;Process_IIS;http://monitoring-dc.app.corp/kb/app:bptool:process;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWWW0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWGRPWWW0001;URL_BI;http://monitoring-dc.app.corp/kb/app:bptool:url;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWGRPWWW0001;URL_TM1;http://monitoring-dc.app.corp/kb/app:bptool:url;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWGRPWWW0001;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWMETELB0001;CPU;http://monitoring-dc.app.corp/kb/system:linux:cpu:;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;WWMETELB0001;LBL_Productive_State;http://monitoring-dc.app.corp/kb/system:loadbalancer:prod_state_master;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
no;WWMETELB0001;Load;http://monitoring-dc.app.corp/kb/system:linux:load:;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;WWMETELB0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:loadbalancer:memory;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
no;WWMETELB0001;Memory_Swap_used;http://monitoring-dc.app.corp/kb/system:linux:swap:;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
no;WWMETELB0001;Partition_Root_used_space;http://monitoring-dc.app.corp/kb/system:linux:partition:;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;WWMETELB0001;Partition_Var_log_used_space;http://monitoring-dc.app.corp/kb/system:loadbalancer:disk_partitions;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;WWMETELB0001;Process_LDIRECTORD;http://monitoring-dc.app.corp/kb/system:loadbalancer:process_ldirectord;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;WWMETELB0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
no;WWMETELB0001;URL_Metis_interop_preprod;http://monitoring-dc.app.corp/kb/app:metis:url;OP_FR_PILOTS, OP_METIS
no;WWMETELB0001;URL_Metis_wokspace_preprod;http://monitoring-dc.app.corp/kb/app:metis:url;OP_FR_PILOTS, OP_METIS
no;WWMETELB0002;CPU;http://monitoring-dc.app.corp/kb/system:linux:cpu:;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
no;WWMETELB0002;LBL_Productive_State;http://monitoring-dc.app.corp/kb/system:loadbalancer:prod_state_slave;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
no;WWMETELB0002;Load;http://monitoring-dc.app.corp/kb/system:linux:load:;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;WWMETELB0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:loadbalancer:memory;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
no;WWMETELB0002;Memory_Swap_used;http://monitoring-dc.app.corp/kb/system:linux:swap:;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
no;WWMETELB0002;Partition_Root_used_space;http://monitoring-dc.app.corp/kb/system:linux:partition:;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;WWMETELB0002;Partition_Var_log_used_space;http://monitoring-dc.app.corp/kb/system:loadbalancer:disk_partitions;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;WWMETELB0002;Process_LDIRECTORD;http://monitoring-dc.app.corp/kb/system:loadbalancer:process_ldirectord;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;WWMETELB0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NETWORK_DC, OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;WWWW1OWA0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWWW1OWA0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1OWA0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1OWA0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1OWA0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1OWA0001;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1OWA0002;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWWW1OWA0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1OWA0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1OWA0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1OWA0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1OWA0002;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWWW1SCE0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWWW1SCE0001;Drive_E_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWWW1SCE0001;Technical_Ping_Search_API;http://monitoring-dc.app.corp/kb/app:exalead:technical_ping:;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0001;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0002;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWWW1SCE0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWWW1SCE0002;Drive_E_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWWW1SCE0002;Technical_Ping_Search_API;http://monitoring-dc.app.corp/kb/app:exalead:technical_ping:;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0002;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0003;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWWW1SCE0003;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0003;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0003;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0003;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0003;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0004;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;WWWW1SCE0004;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0004;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0004;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0004;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;WWWW1SCE0004;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_APPLI, OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1000;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCBKU1000;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1000;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1000;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1000;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1000;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCBKU1001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1001;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1002;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCBKU1002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU1002;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCBKU2001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2001;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2002;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCBKU2002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2002;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2004;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCBKU2004;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2004;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2004;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2004;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EUEDCBKU2004;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;CPU;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;Connection_State;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;Datastore_usage;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;IO_Read;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;IO_Write;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;Memory;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;Network_usage;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;Runtime_Health;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;Runtime_Issues;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;Runtime_Maintenance;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;Runtime_Status;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;Service_vmware_vpxa;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1001;VM_Status;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;CPU;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;Connection_State;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;Datastore_usage;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;IO_Read;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;IO_Write;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;Memory;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;Network_usage;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;Runtime_Health;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;Runtime_Issues;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;Runtime_Maintenance;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;Runtime_Status;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;Service_vmware_vpxa;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1002;VM_Status;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1004;CPU;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1004;Connection_State;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1004;Datastore_usage;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1004;IO_Read;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EUEDCVMW1004;IO_Write;http://monitoring-dc.app.corp/kb/system:vmware:esx;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
