written;hostname;services;procedure;stratos
yes;ADAD2CTL0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;ADAD2CTL0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ADAD2CTL0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ADAD2CTL0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ADAD2CTL0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;ADAD2CTL0001;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;ADAD2CTL0001;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ADAD2CTL0002;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;ADAD2CTL0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ADAD2CTL0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ADAD2CTL0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ADAD2CTL0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;ADAD2CTL0002;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;ADAD2CTL0002;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ARAR2CTL0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;ARAR2CTL0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ARAR2CTL0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ARAR2CTL0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ARAR2CTL0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;ARAR2CTL0001;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;ARAR2CTL0001;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE2CTL0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BEBE2CTL0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE2CTL0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE2CTL0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE2CTL0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BEBE2CTL0001;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BEBE2CTL0001;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BLADESAN0005;Port_CRC_errors;http://monitoring-dc.app.corp/kb/storage:san:crc_errors;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;BLADESAN0005;TRAP;http://monitoring-dc.app.corp/kb/system:san:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;BLADESAN0006;Port_CRC_errors;http://monitoring-dc.app.corp/kb/storage:san:crc_errors;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;BLADESAN0006;TRAP;http://monitoring-dc.app.corp/kb/system:san:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;BRBR2CTL0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BRBR2CTL0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BRBR2CTL0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BRBR2CTL0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BRBR2CTL0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BRBR2CTL0001;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BRBR2CTL0001;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZCZ2CTL0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZCZ2CTL0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZCZ2CTL0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZCZ2CTL0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZCZ2CTL0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZCZ2CTL0001;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZCZ2CTL0001;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZCZ2CTL0002;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZCZ2CTL0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZCZ2CTL0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZCZ2CTL0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZCZ2CTL0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZCZ2CTL0002;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZCZ2CTL0002;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;DEBMESEQ0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_FR_PILOTS
no;DEBMESEQ0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_FR_PILOTS
no;DEBMESEQ0001;Drive_D_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_FR_PILOTS
no;DEBMESEQ0001;Drive_E_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_FR_PILOTS
no;DEBMESEQ0001;Drive_F_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_FR_PILOTS
yes;DEBMESEQ0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_FR_PILOTS
yes;DEBMESEQ0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_FR_PILOTS
yes;DEBMESEQ0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_FR_PILOTS
yes;DEBMESEQ0001;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_FR_PILOTS
no;DEBMESEQ0001;gIMM_BBDD_gIMM.Data;http://monitoring-dc.app.corp/kb/app:gimm:bbdd:;OP_FR_PILOTS
no;DEBMESEQ0001;gIMM_BBDD_gIMM.Log;http://monitoring-dc.app.corp/kb/app:gimm:bbdd:;OP_FR_PILOTS
no;DEBMESEQ0001;gIMM_Check_Forecast;http://monitoring-dc.app.corp/kb/app:gimm:forecast:;OP_FR_PILOTS
no;DEBMESEQ0001;gIMM_Check_Master_Data;http://monitoring-dc.app.corp/kb/app:gimm:master-data:;OP_FR_PILOTS
yes;DEBMESEQ0001;gIMM_Count_Debug;http://monitoring-dc.app.corp/kb/app:gimm:count;OP_FR_PILOTS
yes;DEBMESEQ0001;gIMM_Count_JIT;http://monitoring-dc.app.corp/kb/app:gimm:count;OP_FR_PILOTS
yes;DEBMESEQ0001;gIMM_Count_MAS;http://monitoring-dc.app.corp/kb/app:gimm:count;OP_FR_PILOTS
yes;DEBMESEQ0001;gIMM_Count_OSLD;http://monitoring-dc.app.corp/kb/app:gimm:count;OP_FR_PILOTS
yes;DEBMESEQ0001;gIMM_Count_Rejected;http://monitoring-dc.app.corp/kb/app:gimm:count;OP_FR_PILOTS
yes;DEBMESEQ0001;gIMM_Count_STRU;http://monitoring-dc.app.corp/kb/app:gimm:count;OP_FR_PILOTS
yes;DEBMESEQ0001;gIMM_Count_TEIL;http://monitoring-dc.app.corp/kb/app:gimm:count;OP_FR_PILOTS
no;DEBMESEQ0001;gIMM_Hist_Tables;http://monitoring-dc.app.corp/kb/app:gimm:hist_tables:;OP_FR_PILOTS
no;DEBMESEQ0001;gIMM_Pending_Events;http://monitoring-dc.app.corp/kb/app:gimm:pending-events:;OP_FR_PILOTS
no;DEBMESEQ0001;gIMM_Reception_Callof;http://monitoring-dc.app.corp/kb/app:gimm:reception-callof:;OP_FR_PILOTS
no;DEBMESEQ0001;gIMM_Rep_Tables;http://monitoring-dc.app.corp/kb/app:gimm:rep_tables:;OP_FR_PILOTS
no;DEBMESEQ0001;gIMM_Sequence_Jump;http://monitoring-dc.app.corp/kb/app:gimm:sequence-jump:;OP_FR_PILOTS
no;DEBMESEQ0001;gIMM_Sysdb_Data;http://monitoring-dc.app.corp/kb/app:gimm:sysdb_data:;OP_FR_PILOTS
yes;DEBMESEQ0002;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_FR_PILOTS
no;DEBMESEQ0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_FR_PILOTS
no;DEBMESEQ0002;Drive_D_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_FR_PILOTS
no;DEBMESEQ0002;Drive_E_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_FR_PILOTS
no;DEBMESEQ0002;Drive_F_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_FR_PILOTS
yes;DEBMESEQ0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_FR_PILOTS
yes;DEBMESEQ0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_FR_PILOTS
yes;DEBMESEQ0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_FR_PILOTS
yes;DEBMESEQ0002;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_FR_PILOTS
yes;DEDE1APP0004;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;DEDE1APP0004;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;DEDE1APP0004;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;DEDE1APP0004;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;DEDE1APP0004;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;DEDE1APP0004;Service_AA;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;DEDE1APP0004;Service_Apache_Tomcat;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;DEDE1APP0004;Service_Connect_It;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;DEDE1APP0004;Service_Crystal_Reports;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;DEDE1APP0004;Service_Desktop_Intelligence;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;DEDE1APP0004;Service_Web_Intelligence;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;DEDE1APP0004;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;DEDE1APP2000;CPU;http://monitoring-dc.app.corp/kb/system:linux:cpu:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1APP2000;Load;http://monitoring-dc.app.corp/kb/system:linux:load:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1APP2000;Memory_Swap_used;http://monitoring-dc.app.corp/kb/system:linux:swap:;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DEDE1APP2000;Partition_Boot_used_space;http://monitoring-dc.app.corp/kb/system:linux:partition;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1APP2000;Partition_Root_used_space;http://monitoring-dc.app.corp/kb/system:linux:partition:;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DEDE1APP2000;Process_Scmail;http://monitoring-dc.app.corp/kb/special:DEDE1APP2000:Process_Scmail;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DEDE1APP2000;Process_Sm;http://monitoring-dc.app.corp/kb/special:DEDE1APP2000:Process_Sm;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DEDE1APP2000;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1WWW0001;CPU;http://monitoring-dc.app.corp/kb/system:linux:cpu:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1WWW0001;Load;http://monitoring-dc.app.corp/kb/system:linux:load:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1WWW0001;Memory_Swap_used;http://monitoring-dc.app.corp/kb/system:linux:swap:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1WWW0001;Partition_Root_used_space;http://monitoring-dc.app.corp/kb/system:linux:partition:;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DEDE1WWW0001;Process_Httpd;http://monitoring-dc.app.corp/kb/app:stratos:process_httpd;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DEDE1WWW0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1WWW0001;Total_Connection_Stratos;http://monitoring-dc.app.corp/kb/app:stratos;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1WWW0002;CPU;http://monitoring-dc.app.corp/kb/system:linux:cpu:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1WWW0002;Load;http://monitoring-dc.app.corp/kb/system:linux:load:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1WWW0002;Memory_Swap_used;http://monitoring-dc.app.corp/kb/system:linux:swap:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1WWW0002;Partition_Root_used_space;http://monitoring-dc.app.corp/kb/system:linux:partition:;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DEDE1WWW0002;Process_Httpd;http://monitoring-dc.app.corp/kb/app:stratos:process_httpd;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DEDE1WWW0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DEDE1WWW0002;Total_Connection_Stratos;http://monitoring-dc.app.corp/kb/app:stratos;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3200_EAS_BE18_BKU0002;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3200_EAS_BE18_BKU0002;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3200_EAS_BE18_BKU0002;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS3200_EAS_BE18_BKU0002;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3200_EAS_CE10_BKU0001;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3200_EAS_CE10_BKU0001;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3200_EAS_CE10_BKU0001;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS3200_EAS_CE10_BKU0001;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3200_FCS_BE18_BKU0001;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3200_FCS_BE18_BKU0001;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3200_FCS_BE18_BKU0001;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS3200_FCS_BE18_BKU0001;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_BRI_FIB_FRBRIBKP0003;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_BRI_FIB_FRBRIBKP0003;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_BRI_FIB_FRBRIBKP0003;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS3400_BRI_FIB_FRBRIBKP0003;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_BRI_GROUP;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_BRI_GROUP;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_BRI_GROUP;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS3400_BRI_GROUP;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_EAS_FCS_BE18_UNIA005;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_EAS_FCS_BE18_UNIA005;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_EAS_FCS_BE18_UNIA005;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS3400_EAS_FCS_BE18_UNIA005;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_MEC_SAP;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_MEC_SAP;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3400_MEC_SAP;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS3400_MEC_SAP;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3512_EAS_BE18_MAG_PREPROD;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3512_EAS_BE18_MAG_PREPROD;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS3512_EAS_BE18_MAG_PREPROD;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS3512_EAS_BE18_MAG_PREPROD;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4300T-SEL-BLADECENTER-E;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4300T-SEL-BLADECENTER-E;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4300T-SEL-BLADECENTER-E;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS4300T-SEL-BLADECENTER-E;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4300T-SEL-VMWARE;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4300T-SEL-VMWARE;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4300T-SEL-VMWARE;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS4300T-SEL-VMWARE;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4300T_NANTERRE_FCADEV_SALLE3;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4300T_NANTERRE_FCADEV_SALLE3;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4300T_NANTERRE_FCADEV_SALLE3;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS4300T_NANTERRE_FCADEV_SALLE3;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4700_NFB_FIB;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4700_NFB_FIB;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4700_NFB_FIB;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
yes;DS4700_NFB_FIB;TRAP;http://monitoring-dc.app.corp/kb/storage:trap;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4700_NFB_GROUP;Controller_A;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4700_NFB_GROUP;Controller_B;http://monitoring-dc.app.corp/kb/storage:controller:;OP_SYSTEM_UNIX, OP_FR_PILOTS
no;DS4700_NFB_GROUP;LUN_cache;http://monitoring-dc.app.corp/kb/storage:ibm_ds:lun_cache;OP_SYSTEM_UNIX, OP_FR_PILOTS
